,sp_id,rp_id,seeker_post,response_post,reactions_level,rationales,explorations_level,interpretations_level,interpretations,reactions,explorations
79,5k63am,dbllgcz,Is having friends really this important?. There's always people saying life is nothing without friends or stuff like that. As someone who isn't even trying to look for a friend this is quite sad. Are you saying im living a worthless pathetic life?,"I have to be honest with you, because it's very important: I believe friends are very important. But it's extremely hard to make friends, I know. But talking to people about how you feel helps alot, it does with me. It gives me purpose, dreams and hope. Friends can come from anywhere at any time. If you ever want to let off some steam, bounce something off another person or seek advice, never hesitate to write to me. I'm your friend, and I'll never let anything happen to you, if I can help it. Please talk to me if you need it, it can save lives, in more ways than you'd think. Have a very merry Christmas, know you are not alone.",1,"Please talk to me if you need it, it can save lives, in more ways than you'd think. Have a very merry Christmas, know you are not alone.|",0,2,1,2,0
80,8l4r9x,dzd9ban,"Where do you go when home doesn't feel like home. Please, please take me away from this place...","Yes. had better nights sleep in my car than my bed sometimes. Find a secluded spot, read a book/watch a movie, write in a journal.",0,,0,2,1,0,0
81,6ts60e,dlo0g6l,"Do you ever just walk with no purpose?. I've been doing so constantly, I ignore whatever's going on in my life for an hour or so and just walk. I walk and hope that when I get back everything will be better. But when I get home nothings changed, it's still filled with sadness. I don't know...","You may feel shitty when you get back, but FWIW, the walk is still good for you. It's a little exercise, maybe a little sun (depending on the weather and where you live), and it's something that feels good for you in the moment. May not be much, but I've always found it's important to recognize the little tiny positives like these. So good for you, take those walks when you can and remember it's a small way to take care of yourself and your mental health. Bike rides are awesome too.",0,,0,0,1,1,0
82,4r8sdq,d4z55rt,"Depressed. I am depressed as hell, what to do?",Depends on what you want to do. Be rid of it? Or get better at handling it? Did it come out of nowhere? Or have you had it for a while?,0,,2,0,0,0,1
83,69kno0,dh7yd1r,I sleep to avoid the pain of being awake. And when I can't sleep I just want to die,The worst part of my day is waking up.,0,,0,2,1,0,0
84,atnep3,eh35qqj,understanding. cannot make you understand. I cannot make anyone understand what is happening inside me. I cannot even explain it to myself,"Before you wish for others to understand, you must be able to understand it well yourself, be able to explain it to yourself, only then can others help you.",0,,0,0,0,0,0
85,6qsxtv,dkzrbdp,"I wish I had the courage to end it. I'm lying in bed fucking crying myself to sleep over wanting to die, like it's the only fucking thing I want and I can't fucking do it, I fucking hate life my life so much","I am glad you aren't doing it, I am lucky myself in that I was equally lazy and depressed when I was at my worst, but by doing nothing you aren't making a terrible mistake. Thanks foring with us tonight.",1,I am glad you aren't doing it|by doing nothing you aren't making a terrible mistake. Thanks for ing with us tonight.|,0,2,0,0,0
86,alyg5h,efj4g9v,"What do you do when that voice in your head keeps telling you to kill yourself?. All night long it just keeps ringing in my head, over and over, I get it to shut up. How can I make it stop? I just want it to stop.",I always try to find something to look forward to even if its small like i cant kill myself until i get some soup and just keep finding little things like that,0,,0,0,1,1,0
87,3vwzh7,cxrsrql,How did you (If you did) beat depression?. I'm curious to know how y'all did it.,"I was diagnosed with moderate to severe depression while in undergrad. It's been a long journey but in essence I've gotten control of it through controlling risk factors (diet, sleep, exercise), as well as recognizing risk factors (such as social events). I've had a great support network too. There are times though that I can feel the dark clouds approaching but they're much easier to handle, and the lows are more evened out to what I guess would be considered a normal level.",0,,0,2,2,1,0
88,860jmu,dw1pzj4,I just want to be happy again.. Where did it all go so wrong. I miss my old self. I'm so afraid I'll never be me again.,Can you recall times of your old self when you were happy? Was there a particular activity you did that made you happy? Identifying those activities/ hobbies while exploring new ones could help. Has there been a big life change between then and now?,0,,2,0,0,0,2
89,7rsfgh,dsz9zax,I thought I was getting better. I've been in bed all day and literally haven't moved.,"Same here, big exam Tuesday and i barely read anything. Usually i could get my ass out of bed to study but this year i just can't. Maybe go take a little or long walk, been doing it for three days now and at least i don't feel like shit. Your mileage may vary, tho",0,,0,2,1,1,0
90,7j322b,dr3w489,Anyone else suffer from being chronically board. Nothing is interesting and everything seems so blah,"Trying to do something but its never what you want it to be like. Distractions work but not for ever, i dont know how long my next one will last. Binge watching netflix is a great one for me, you dont have to think about anything and just get completely emerged in it but even that wont last for long now",0,,0,2,1,1,0
91,64vfny,dg5dua3,Living is hard. It sucks. I'm tired of school. Im tired of work. I'm just tired of everything.,What do you like to do?,0,,2,0,0,0,0
